,1-ID,longtitude,magtitude
0,33996,113.29509,22.452063
205,34011,113.349825,22.459847
408,36619,113.322797,22.476733
611,36622,113.33021,22.479168
815,36634,113.350413,22.491165
1021,36637,113.356433,22.48913
1228,36642,113.359473,22.495617000000006
1431,58006,113.349825,22.49087
1635,58010,113.348637,22.489115
1839,58012,113.322173,22.443673
2039,58023,113.347,22.491917
2243,58031,113.31938,22.474405
2446,58122,113.342308,22.458647
2649,58124,113.361437,22.504913
2853,58128,113.324538,22.439397
3056,58132,113.34823,22.488343
3260,58134,113.30276200000002,22.466153
3463,58136,113.34753700000002,22.448295
3667,58139,113.36031,22.500253
3876,58204,113.340385,22.464915
4079,58207,113.332992,22.478487
4282,58210,113.34636299999998,22.485542
4485,58274,113.36296000000002,22.496982
4691,58275,113.347275,22.484842
4895,58280,113.347802,22.493212
5108,58283,113.35097,22.47976
5313,58285,113.350898,22.484945
5517,58288,113.33378799999998,22.483105
5720,58289,113.344828,22.48393
5923,58354,113.311085,22.442318
6127,58356,113.353452,22.47407
6330,58363,113.359623,22.495093
6538,58366,113.34476200000002,22.455175
6742,58368,113.331418,22.440358
6946,58432,113.3344,22.47818
7149,58434,113.34784,22.461385
7353,58435,113.349458,22.486695
7557,58436,113.326437,22.442917
7761,58438,113.34306,22.471428
7964,58440,113.357272,22.498548
8167,58446,113.350203,22.449015
8370,58448,113.351767,22.501153
8576,58449,113.340112,22.46075
8781,58451,113.300358,22.460072
8984,58454,113.314602,22.497273
9190,58458,113.329178,22.47978
9393,58465,113.332868,22.47709
9597,58512,113.353832,22.486145
9802,58515,113.345535,22.484773
10007,58516,113.344692,22.477418
10415,58526,113.350025,22.493573
10618,58533,113.362868,22.500003
10822,58665,113.332393,22.477748
11025,58668,113.303178,22.437065
11228,58671,113.298137,22.45821
11431,58674,113.302603,22.44595
11636,58693,113.354993,22.470932
12043,58821,113.34162,22.483863
12246,58822,113.343823,22.418115
12449,58829,113.302133,22.444867
12654,58833,113.35503500000002,22.487512
12857,58857,113.29941200000002,22.457948
13081,58861,113.349595,22.487920000000006
13284,58879,113.311553,22.477505
13487,58881,113.349233,22.499905
13690,58883,113.307927,22.466445
13893,58886,113.309902,22.43958
14097,58887,113.360875,22.500067
14300,59052,113.339933,22.483888
14506,59053,113.316913,22.473545
14710,59058,113.321892,22.439762
14913,59059,113.347485,22.48319
15115,59060,113.311653,22.470422
15318,59062,113.311123,22.439535
15521,59064,113.349678,22.495548
15724,59066,113.301268,22.464725
15927,59070,113.343543,22.44939
16130,59162,113.337458,22.481575
16333,59172,113.346117,22.469813
16536,59180,113.349307,22.465263
16739,59196,113.355893,22.498937
16942,59213,113.349058,22.46805
17146,59217,113.34826,22.497743
17349,59220,113.334098,22.483893
17552,59224,113.352528,22.494512
17755,59230,113.350907,22.492695
17958,59238,113.35359,22.49792
18162,59241,113.338962,22.471335
18365,59263,113.34986,22.459488
18568,59297,113.363075,22.503857
18771,59299,113.338703,22.456462
18976,59301,113.35397,22.503248000000006
19179,59303,113.326298,22.440303
19384,59332,113.306962,22.434215
19588,59339,113.335905,22.47953
19792,59351,113.316747,22.481758
19996,59473,113.352088,22.493397
20199,59493,113.355005,22.492488
20402,59498,113.358648,22.499402
20608,59540,113.342623,22.45685
20812,59541,113.342818,22.449133
21019,59548,113.337033,22.471872
21222,59549,113.310858,22.438902
21425,59551,113.326187,22.438718
21628,59721,113.361048,22.49711
21831,59797,113.348988,22.486973000000006
22035,59798,113.353652,22.483318
22238,59799,113.312722,22.437797
22441,59801,113.330348,22.479665
22646,59803,113.355892,22.499225
22849,59805,113.330192,22.480817
23052,59807,113.349538,22.488978
23255,59883,113.34463999999998,22.45338
23458,59884,113.308892,22.440405
