,1-ID,longtitude,magtitude
0,23574,113.48349,22.291873
203,25111,113.482568,22.274767
406,33726,113.484738,22.258757
609,33733,113.508575,22.261302
815,33739,113.472507,22.25667
1018,33744,113.46542,22.258367
1221,33747,113.465503,22.277652
1424,33760,113.448217,22.306818
1627,36572,113.44491200000002,22.288698
1830,36574,113.431332,22.290632
2033,36578,113.390003,22.281403
2236,36580,113.410193,22.271937
2439,36582,113.479827,22.265557
2646,36585,113.460813,22.258032
2849,36588,113.446778,22.29007
3052,57905,113.43119,22.296363
3255,57926,113.427745,22.298708
3458,57940,113.463945,22.266947
3662,57995,113.503075,22.259112
3866,58044,113.495212,22.25333
4069,58057,113.468003,22.247085
4272,58063,113.507022,22.258677
4475,58072,113.50841,22.258305
4678,58078,113.459488,22.262297
4881,58227,113.461483,22.29491
5084,58237,113.48097,22.270623
5287,58248,113.459775,22.265867
5490,58301,113.465065,22.266383
5693,58331,113.429053,22.300183
5896,58392,113.460453,22.261852
6099,58407,113.487525,22.247837
6302,58410,113.393247,22.28034
6507,58447,113.450878,22.261762
6711,58487,113.448272,22.264217
6914,58510,113.46026299999998,22.256563
7119,58556,113.446728,22.222228
7323,58557,113.471675,22.253125
7526,58566,113.464033,22.263933
7731,58576,113.491043,22.273053
7935,58598,113.421335,22.216005
8139,58649,113.486627,22.273005
8342,58675,113.47371499999998,22.260512
8545,58714,113.474378,22.26685
8748,58718,113.503848,22.256718
8951,58724,113.449215,22.264908
9154,58747,113.456077,22.263785
9357,58759,113.379675,22.270785
9560,58765,113.43497,22.291367
9763,58846,113.505653,22.258768
9969,58851,113.473543,22.301133
10172,58892,113.4717,22.306115
10375,58923,113.449492,22.228838
10578,58935,113.50538,22.255323
10781,58948,113.460237,22.263677
10984,58959,113.50292,22.257747
11187,59010,113.49601,22.253207
11390,59017,113.505818,22.261463
11593,59054,113.455,22.276585
12202,59077,113.492265,22.277303
12407,59092,113.439912,22.222552
12612,59094,113.487322,22.285787
12815,59107,113.442848,22.227885
13019,59118,113.451775,22.264622
13225,59164,113.445543,22.295273
13429,59206,113.424495,22.290933
13634,59262,113.457787,22.284342
13837,59266,113.393122,22.279778
14040,59326,113.452543,22.266733
14244,59374,113.46663,22.265717
14447,59381,113.469343,22.26404
14650,59389,113.463948,22.26528
14856,59422,113.432255,22.299037
15060,59438,113.47351299999998,22.265313
15264,59445,113.493183,22.26196
15467,59450,113.473385,22.267408
15670,59480,113.416175,22.296342000000006
15873,59545,113.461443,22.252875
16076,59589,113.436173,22.251683
16279,59596,113.478792,22.272237
16483,59628,113.485667,22.255335
16686,59634,113.480553,22.271917
16889,59649,113.464625,22.261575
17092,59651,113.458425,22.316222
17298,59663,113.45691,22.270603
17503,59664,113.49481000000002,22.274432
18109,59665,113.438848,22.301728
18312,59713,113.396947,22.278865
18515,59774,113.481638,22.281128
18718,59782,113.467333,22.270352
18921,59796,113.44523,22.213608
19125,59828,113.460018,22.258973
19333,59837,113.473053,22.25855
19536,59900,113.464842,22.270468
19740,59905,113.443938,22.215257
19944,59931,113.4583,22.25639
20147,59933,113.468375,22.283728
20354,59934,113.459222,22.256165
20558,59944,113.445847,22.30426
20761,59947,113.463638,22.260542
20964,59960,113.449205,22.227558
21167,59962,113.50338,22.261782
21371,59963,113.47955,22.277183
