,1-ID,longtitude,magtitude
0,10797,113.311832,22.733797
206,10798,113.313633,22.718888
410,10800,113.317668,22.718572
613,10801,113.293365,22.718375
816,10802,113.289522,22.718978
1019,10804,113.285687,22.721342
1222,10805,113.290248,22.737342
1425,10806,113.277887,22.730675
1628,10807,113.27366299999998,22.734395000000006
1831,10808,113.282245,22.725767
2035,10809,113.28036000000002,22.721595
2238,10810,113.275532,22.724913
2441,10811,113.273335,22.725222
2645,10812,113.275233,22.721105
2848,10813,113.27183,22.723375
3051,10814,113.27881200000002,22.71332
3255,10815,113.277202,22.714058
3458,10816,113.271195,22.720105
3661,10817,113.285455,22.710873
3865,10818,113.287228,22.71449
4068,10819,113.308517,22.705793
4272,10820,113.305905,22.702372
4476,10821,113.295887,22.70287
4680,10822,113.288587,22.704758
4886,10823,113.284935,22.704337
5089,10824,113.296882,22.699118
5292,10826,113.292973,22.692343
5495,10827,113.308493,22.739198
6104,10828,113.308608,22.739583
6308,10829,113.317825,22.72086
6511,10830,113.310613,22.721477
6714,10831,113.301492,22.724842
6917,10832,113.31381299999998,22.720522
7121,10834,113.313318,22.716745
7326,10835,113.311643,22.716268
7529,10836,113.312083,22.716578
7743,10837,113.31273799999998,22.71639
7946,10838,113.307375,22.717048
8149,10839,113.300042,22.72062
8352,10840,113.287267,22.724192
8759,10842,113.315873,22.714538
8963,10843,113.286623,22.720153
9166,10844,113.28509,22.720178
9370,10845,113.285603,22.732517
9776,10847,113.28328,22.735118
9979,10848,113.290755,22.72835
10182,10849,113.287197,22.71829
10589,10851,113.284025,22.718657
10793,10852,113.284155,22.718845
10997,10853,113.280172,22.717103
11200,10854,113.278345,22.711768
11404,10855,113.278325,22.711757
11607,10856,113.288165,22.718698
11637,10857,113.317235,22.714252
11840,10858,113.31336,22.7113
12045,10859,113.291883,22.713322
12248,10860,113.289232,22.712673
12479,10861,113.28614,22.711875
12682,10863,113.296717,22.70402
12888,10864,113.309568,22.699055
13093,10865,113.309027,22.699355
13300,10866,113.305717,22.69831
13504,10867,113.295105,22.70169
13709,10868,113.294407,22.702302
13915,10869,113.28455,22.71739
14121,10870,113.286157,22.718578
14325,10871,113.285088,22.718208
14528,10873,113.318745,22.697267
14732,10874,113.298427,22.692022
15139,10876,113.303303,22.71674
15342,10877,113.30309,22.7162
15563,10878,113.303277,22.716535
15782,10879,113.312663,22.721097
15985,10880,113.30098999999998,22.722843
16218,10881,113.316647,22.723407
16421,10882,113.304228,22.715705
16690,10883,113.283032,22.725637
16895,10885,113.281842,22.708427
17099,10886,113.279832,22.7114
17302,10887,113.28989,22.726818
17506,10888,113.276977,22.728813
17710,10889,113.313387,22.719347
17913,10890,113.272283,22.727970000000006
18120,10891,113.283718,22.706348
18325,10892,113.288302,22.710763
18739,10895,113.303138,22.7036
18945,10896,113.288673,22.700295
19148,10897,113.301605,22.696718
19355,10898,113.299092,22.692643
19558,10899,113.29647,22.689252
19761,10900,113.310772,22.69443
19964,10902,113.28743500000002,22.714147
20167,10903,113.287288,22.71403
20778,10906,113.303482,22.715255
20983,10907,113.30311,22.714913
21188,10908,113.303383,22.714923
21391,10909,113.303093,22.714835
21596,10911,113.288453,22.718258
21799,10912,113.303877,22.721168
68267,10799,113.31318,22.714593
