,1-ID,longtitude,magtitude
0,11032,113.388158,22.518407
205,11033,113.388562,22.520097
408,11034,113.387245,22.518253
613,11035,113.385612,22.520193
815,11036,113.383075,22.512175
1018,11037,113.380348,22.515237
1222,11038,113.384812,22.520103
1425,11039,113.384488,22.51929
1632,11040,113.392967,22.518287
1839,11041,113.392307,22.518042
2246,11043,113.383115,22.51126
2449,11044,113.381408,22.50756
2653,11045,113.382095,22.507818
2857,11046,113.380453,22.509368
3061,11047,113.373717,22.508513
3269,11048,113.384937,22.509597
3481,11049,113.39363,22.521883
3684,11050,113.385315,22.522148
3891,11051,113.39069,22.521252
4094,11052,113.390973,22.51804
4298,11053,113.38858,22.516905
4501,11054,113.380273,22.511977
4708,11055,113.37758,22.511807
4912,11056,113.375257,22.514337
5115,11057,113.381367,22.515253
5317,11058,113.380922,22.515705
5520,11059,113.380488,22.519225
5725,11060,113.378182,22.522623
5929,11061,113.380608,22.522882
6133,11062,113.384283,22.518605
6339,11063,113.376123,22.516108
6550,11064,113.395205,22.517955
6753,11065,113.378037,22.519765
6956,11066,113.378055,22.518045
7159,11067,113.380472,22.517603
7362,11068,113.37672,22.518042
7565,11069,113.374308,22.509672
7769,11070,113.377288,22.510293
7972,11071,113.380337,22.514163
8175,11072,113.377787,22.51379
8602,11074,113.387055,22.518515
8805,11076,113.378597,22.515537
9016,11078,113.377645,22.51555
9220,11079,113.386203,22.502042000000007
9423,11080,113.385653,22.499937
9629,11081,113.38473,22.503418
9832,11082,113.38336,22.5014
10036,11083,113.384253,22.500525
10239,11084,113.388752,22.51342
10442,11085,113.389027,22.511505
10651,11086,113.397265,22.511263
10855,11087,113.38273999999998,22.501515
11059,11088,113.380468,22.504435
11264,11089,113.377342,22.498723
11469,11090,113.380642,22.496633
11672,11091,113.375797,22.50182
11877,11092,113.37001,22.504923
12080,11093,113.372905,22.506292
12283,11094,113.40013,22.501405
12490,11095,113.391117,22.51369
12694,11096,113.39297,22.511568
12897,11097,113.397642,22.507928
13101,11098,113.392183,22.507918
13305,11099,113.402475,22.492005
13508,11100,113.391378,22.496920000000006
13968,11102,113.37126299999998,22.499298
14171,11103,113.395502,22.50452
14374,11104,113.385242,22.505548
14577,11105,113.37766,22.506177
14812,11106,113.39878,22.504472
15015,11107,113.3855,22.515148
15219,11108,113.393333,22.514365
15422,11109,113.38548,22.511242000000006
15625,11110,113.365767,22.494302
16437,11114,113.387445,22.49642
17048,11117,113.388315,22.497743
17252,11118,113.400278,22.492773
17658,11120,113.394328,22.529232
17863,11121,113.39585,22.5357
18066,11122,113.397203,22.53596
18270,11123,113.398522,22.536557
18779,11124,113.395842,22.537385
18982,11125,113.398623,22.537573
19188,11126,113.40723,22.541332
19392,11127,113.398455,22.524618
19596,11129,113.403447,22.525592
19800,11130,113.402532,22.523233
20005,11131,113.40206299999998,22.521935
20210,11132,113.401905,22.522742
20413,11133,113.402338,22.524247
20618,11135,113.406083,22.555128
20821,11136,113.412947,22.55582
21024,11137,113.408733,22.545695
21231,11138,113.407113,22.540193
21637,11140,113.399833,22.522452
21840,11141,113.383338,22.51375
22049,11142,113.39792,22.538007
22252,11143,113.411772,22.524267
22455,11144,113.402883,22.53085
22659,11145,113.396945,22.533662
22862,11146,113.39964,22.533588
23065,11147,113.395057,22.53236
23674,11148,113.39691,22.532172
24224,11149,113.396895,22.529408
24429,11150,113.402567,22.528785
24632,11151,113.403513,22.527805
24836,11152,113.404652,22.531227
25039,11153,113.40371299999998,22.528907
25290,11154,113.408685,22.547795
25494,11155,113.404062,22.525168
25698,11156,113.404533,22.527047
25901,11157,113.401892,22.541068
26105,11158,113.402578,22.526352
26308,11159,113.400668,22.53447
26511,11160,113.39801,22.524033
26919,11162,113.395952,22.518387
27123,11163,113.406077,22.518278
27327,11164,113.406873,22.517492
27733,11166,113.400687,22.514475
27937,11167,113.410192,22.507762
28141,11168,113.40609,22.51712
28346,11169,113.396817,22.514327
28549,11171,113.39675,22.522912
28752,11172,113.398222,22.519643
28955,11173,113.404443,22.522012
29159,11174,113.410425,22.518285
29361,11175,113.411217,22.51273
29566,11176,113.411793,22.520557
29771,11177,113.414207,22.522172
29974,11179,113.421733,22.510298
30180,11180,113.426367,22.513005
30383,11181,113.406623,22.501465
30588,11182,113.404967,22.505427
30793,11183,113.405503,22.506072
31200,11185,113.407985,22.523508
31409,11186,113.424183,22.519837
31613,11187,113.429055,22.522353
31816,11188,113.422293,22.506855
32019,11189,113.426118,22.500058
32222,11190,113.464522,22.492325
32425,11191,113.441697,22.501235
32833,11193,113.438765,22.500263
33037,11194,113.436162,22.498668
33240,11195,113.438465,22.498022
33486,11196,113.416047,22.500518
33689,11197,113.417247,22.50352
33892,11198,113.419873,22.510458
34096,11199,113.460115,22.494495
34303,11200,113.466192,22.491098
34976,11201,113.386093,22.520663
35180,11202,113.38096000000002,22.515522
35385,11203,113.408852,22.495897
35595,11204,113.395908,22.494177
35719,11205,113.392258,22.505083
35922,11206,113.398197,22.514953
36140,11207,113.402225,22.566627
36343,11208,113.403475,22.536753
36547,11209,113.394978,22.538813
36958,11211,113.396872,22.513533
37363,11213,113.411773,22.505073
37566,11214,113.40957,22.503465
37770,11215,113.407,22.505177
37973,11216,113.408772,22.505643
38176,11217,113.391893,22.519882
38584,11219,113.401983,22.52105
38788,11220,113.393363,22.520823
38991,11221,113.384657,22.52074
39195,11222,113.386793,22.511472
39398,11223,113.377342,22.514172
39601,11224,113.410418,22.517735
40007,11227,113.388132,22.515077
40210,11229,113.391632,22.514697
40413,11231,113.406955,22.51727
40618,11232,113.382998,22.517612
40821,11233,113.394758,22.53582
41024,11234,113.397038,22.535567
41227,11235,113.399402,22.537117
41430,11236,113.415275,22.499912
41633,11237,113.377358,22.516577
41837,11238,113.37718,22.516572
42041,11239,113.371253,22.511785
42283,11240,113.378615,22.524587
42486,11241,113.404655,22.538548
42689,11242,113.407567,22.524047
42892,11243,113.399043,22.562997
