,1-ID,longtitude,magtitude
0,30817,113.272838,22.5207
411,33745,113.236042,22.567943
614,33752,113.21781,22.585762
819,33757,113.272488,22.52812
1023,57913,113.263567,22.529948
1226,57934,113.243813,22.555428
1430,57952,113.255823,22.533855
1633,57953,113.248373,22.533287
1836,58070,113.255943,22.555343
2042,58074,113.21563,22.530608
2247,58077,113.233163,22.52809
2453,58178,113.223337,22.5843
2656,58184,113.213617,22.551847
2860,58187,113.229228,22.573467
3063,58217,113.249032,22.531967
3266,58219,113.253828,22.508765
3469,58239,113.230353,22.498905
3674,58249,113.224847,22.58192
3877,58258,113.231045,22.570167
4283,58315,113.230528,22.501465
4486,58351,113.24975,22.532727
4690,58360,113.235153,22.536642
4893,58422,113.234338,22.568992
5502,58493,113.19953,22.584065
5706,58502,113.212582,22.58659
5910,58572,113.205903,22.58794
6115,58575,113.262002,22.521777
6318,58577,113.245192,22.574838
6521,58582,113.234405,22.578867
6726,58592,113.232953,22.580082
6934,58599,113.270648,22.517085
7139,58616,113.23165,22.575662
7342,58618,113.238797,22.572598
7545,58641,113.245317,22.535792
7749,58647,113.250907,22.535495
7952,58702,113.227337,22.582335
8156,58719,113.205623,22.573893
8361,58720,113.200417,22.53918
8565,58727,113.23227,22.572863
8769,58745,113.208365,22.585915
8975,58749,113.207742,22.545153
9178,58751,113.21636200000002,22.541513
9382,58766,113.209637,22.587485
9588,58788,113.23587,22.574713
9793,58796,113.243002,22.556687
9996,58840,113.212323,22.594345
10199,58908,113.221392,22.514922
10805,58927,113.237893,22.569258
11009,58931,113.207427,22.535202
11212,58943,113.227432,22.569072
11415,58955,113.238908,22.569218
11618,58962,113.226137,22.584985
11821,58965,113.23093,22.576975
12024,58972,113.242748,22.553728
12228,58976,113.25763,22.523038
12432,58977,113.234445,22.570042
12636,59025,113.19723,22.546687
12841,59026,113.2494,22.56604
13138,59027,113.208233,22.54039
13341,59068,113.223965,22.583373
13545,59075,113.228483,22.580707
13748,59124,113.23108,22.555033
14309,59151,113.217555,22.509983
14514,59246,113.222953,22.512143
14717,59376,113.200645,22.58943
14920,59418,113.26906,22.512802
15124,59426,113.246903,22.518607
15327,59437,113.20843,22.543687
15531,59448,113.210132,22.585655
15734,59449,113.20476,22.538103
15938,59483,113.23086,22.54401
16143,59486,113.246553,22.526405
16347,59517,113.223663,22.588247
16551,59518,113.235595,22.576463
16754,59523,113.202698,22.590772
16957,59529,113.227135,22.594973
17161,59530,113.234302,22.56795
17364,59567,113.209623,22.548822
17568,59578,113.2178,22.541172
17771,59590,113.204733,22.58608
17974,59599,113.24428799999998,22.534867
18177,59601,113.20275,22.587002
18383,59623,113.198422,22.543027
18586,59625,113.226805,22.570065
18789,59674,113.219012,22.567728
18992,59677,113.208503,22.577253
19195,59681,113.202958,22.58926
19400,59683,113.243008,22.558873
19605,59779,113.230678,22.56583
19810,59834,113.236627,22.571865
20013,59886,113.204368,22.534625
20244,59891,113.235485,22.574893
20447,59898,113.216797,22.587452
20653,59899,113.238003,22.580955
20856,59903,113.22794,22.589363
21059,59904,113.208375,22.583535
21263,59909,113.228422,22.561815
21467,59912,113.199412,22.587132
21671,59916,113.209705,22.5243
22328,59924,113.225992,22.571728
22531,59949,113.232895,22.581858
22760,59967,113.247375,22.557905
22963,59968,113.210967,22.582275
