,1-ID,longtitude,magtitude
0,33755,113.315,22.42145
406,57911,113.321592,22.394987
610,57967,113.30832,22.382620000000006
813,57981,113.283723,22.404558
1019,58011,113.308793,22.416857
1228,58064,113.318712,22.385958
1434,58126,113.286488,22.421713
1638,58193,113.29183,22.40754
1853,58364,113.317057,22.421148
2058,58453,113.33101200000002,22.379838
2261,58461,113.31198,22.379027
2464,58464,113.30101299999998,22.380008
2667,58528,113.324182,22.40815
2870,58544,113.31363,22.42453
3074,58550,113.33378799999998,22.395478
3277,58573,113.315057,22.38532
3755,58614,113.320535,22.385238
4038,58631,113.314208,22.42129
4255,58667,113.263205,22.405995
4459,58682,113.325368,22.405902
4662,58684,113.317813,22.405558
4867,58685,113.327627,22.39134
5070,58694,113.310407,22.420285
5273,58696,113.275498,22.419953
5867,58736,113.324117,22.394268
6070,58737,113.29698799999998,22.386615
6273,58830,113.317327,22.395878
6477,58855,113.321933,22.386795000000006
6680,58871,113.318897,22.411877
6883,58889,113.333048,22.390627
7086,58944,113.307118,22.417627
7291,59176,113.345892,22.382112
7514,59184,113.330817,22.396512
7717,59275,113.313275,22.420403
7922,59290,113.315605,22.42519
8125,59292,113.321372,22.390252
8330,59300,113.309763,22.386353
8533,59311,113.276938,22.405823
9145,59323,113.314185,22.422708
9348,59350,113.313137,22.419455
9552,59355,113.34066,22.38658
9756,59362,113.300728,22.388028
10362,59364,113.311855,22.423635
10565,59393,113.335335,22.393453
10768,59405,113.339117,22.389987
10974,59425,113.315332,22.421002
11177,59563,113.324515,22.393153
11381,59576,113.326522,22.395113
11585,59582,113.332363,22.39919
11860,59609,113.321375,22.380672
12107,59624,113.31177,22.383877
12372,59630,113.33366,22.39488
12648,59732,113.272162,22.424203
12851,59739,113.312593,22.421578
13055,59743,113.33112,22.383643
13259,59881,113.312943,22.429228
49069,59078,113.325722,22.337645
