,1-ID,longtitude,magtitude
0,2007,113.421217,22.540308
203,30777,113.452012,22.543812
406,30790,113.457513,22.544755
609,30805,113.461877,22.554125
812,31030,113.457735,22.544463
1017,31048,113.464617,22.551805
1221,31898,113.503673,22.558995
1425,31901,113.460618,22.555762
1632,31916,113.466582,22.532455
1836,31918,113.456985,22.5476
2040,31920,113.455202,22.543383
2243,31921,113.465823,22.534138
2446,31922,113.524483,22.55968
2649,31924,113.459743,22.553307
2853,31927,113.568867,22.573182
3056,31928,113.464668,22.550097
3259,31932,113.481742,22.555908
3464,32080,113.4641,22.557323
3667,32081,113.473685,22.568178
3870,32083,113.462735,22.546695
4073,32094,113.52209,22.560047
4277,32095,113.461638,22.530933
4480,32097,113.44835,22.528505
4887,32259,113.505017,22.556967
5090,32260,113.453248,22.535117
5293,32265,113.517858,22.570257
5902,32272,113.506823,22.573265
6105,32273,113.576147,22.572998
6320,32276,113.491307,22.546313
6524,32277,113.451228,22.546323
6727,57930,113.570897,22.574528
6932,57933,113.480275,22.567597
7136,57963,113.459607,22.562653
7340,58052,113.458157,22.54056
7544,58062,113.4583,22.542335
8138,58189,113.52228999999998,22.55625
8341,58190,113.463498,22.555252
8544,58191,113.463103,22.548855
9153,58192,113.452098,22.518952
9362,58194,113.523348,22.566097
9565,58196,113.459195,22.49556
9769,58200,113.47077,22.543488
9973,58235,113.455658,22.539502
10175,58241,113.453637,22.544403
10378,58250,113.43631299999998,22.532235
10581,58317,113.45195,22.572947
10784,58318,113.430908,22.556417
10988,58319,113.462593,22.545267000000006
11191,58320,113.450068,22.551795
11394,58323,113.426392,22.572370000000006
11597,58332,113.421828,22.527917
11800,58342,113.445985,22.559072
12003,58416,113.517263,22.552135
12206,58430,113.430148,22.534643
12803,58474,113.489867,22.568032
13007,58489,113.429978,22.553223000000006
13237,58499,113.523118,22.567262
13440,58562,113.419155,22.527427
13645,58569,113.460157,22.556717000000006
13849,58571,113.417155,22.531842
14053,58600,113.416988,22.526213
14258,58601,113.428822,22.557745
14461,58603,113.440847,22.55925
14868,58652,113.438113,22.577015
15072,58656,113.430998,22.557652
15277,58683,113.428443,22.555907
15480,58688,113.459435,22.55769
15683,58733,113.44167,22.503428
15886,58768,113.462493,22.544217
16089,58769,113.454672,22.545335
16292,58773,113.45122,22.540255
16495,58812,113.429697,22.555397
16698,58896,113.452498,22.547158
16901,58936,113.455552,22.543628
17105,58983,113.432382,22.573028
17310,58993,113.43733799999998,22.523828
17513,58995,113.458022,22.543503
17716,58998,113.461848,22.538058
17919,58999,113.460648,22.540257
18154,59004,113.463238,22.545457
18357,59006,113.420085,22.522083
18560,59011,113.431232,22.566433
18763,59016,113.448472,22.572428
18966,59018,113.453468,22.54273
19170,59022,113.453337,22.541083
19374,59067,113.421643,22.562188
19577,59076,113.443422,22.570125
19781,59081,113.418275,22.555803
19984,59084,113.45726299999998,22.535673000000006
20187,59105,113.470253,22.549803
20399,59111,113.487628,22.541752
20602,59123,113.458557,22.548985
20805,59126,113.537173,22.565468
21008,59242,113.418103,22.529903
21211,59251,113.475607,22.561325
21415,59252,113.433795,22.573968
21618,59270,113.457578,22.542068
21823,59317,113.462873,22.5477
22028,59319,113.496318,22.548633
22634,59325,113.446033,22.563253
22837,59457,113.431853,22.533293
23042,59461,113.452485,22.538175
23300,59466,113.45625,22.537602
23505,59470,113.485397,22.561555
23708,59502,113.43391,22.560132
23913,59515,113.464643,22.541417000000006
24116,59538,113.459338,22.54625
24320,59750,113.459353,22.555973
24534,59754,113.452663,22.553522
25149,59822,113.425577,22.566357
25352,59841,113.452325,22.504918
25557,59852,113.432507,22.566217
25761,59856,113.437513,22.570163
25965,59864,113.444477,22.5389
26168,59866,113.417935,22.526573000000006
26374,59946,113.427255,22.57299
