,1-ID,longtitude,magtitude
0,10001,113.35703,22.504065
236,10002,113.354138,22.491147
439,10003,113.362282,22.50651
643,10004,113.352617,22.494133
846,10005,113.360798,22.504975
1050,10006,113.363325,22.50167
1253,10007,113.362412,22.50222
1456,10009,113.349268,22.498255
1661,10010,113.355753,22.497835
1864,10011,113.355632,22.497452
2067,10012,113.35189,22.493685
2270,10013,113.359027,22.499163
2677,10015,113.349515,22.490198
2879,10016,113.352148,22.489132
3082,10017,113.345248,22.48395
3285,10018,113.356405,22.477947
3492,10019,113.34947,22.485232
3695,10020,113.34793700000002,22.488362
3899,10021,113.350497,22.492058
4103,10022,113.349895,22.48834
4307,10023,113.351267,22.492278
4414,10024,113.346942,22.486815
4617,10025,113.350883,22.48773
4822,10026,113.345928,22.484997
5026,10027,113.348462,22.486385
5433,10030,113.350538,22.487335
5636,10031,113.346938,22.490295
5839,10032,113.362457,22.493902
6042,10033,113.362595,22.492838
6449,10035,113.350352,22.488503
6856,10037,113.342115,22.470147
7059,10039,113.355828,22.484553
7262,10040,113.355645,22.47791
7465,10042,113.327122,22.441063
7669,10043,113.32366299999998,22.436162
7873,10044,113.341827,22.413535
8077,10048,113.318702,22.441093
8280,10049,113.323377,22.4388
8483,10050,113.328927,22.437047
8686,10051,113.330603,22.438758
8890,10052,113.337242,22.449202
9093,10054,113.303905,22.466812
9296,10055,113.31941,22.482882
9499,10056,113.305683,22.47136
9703,10057,113.304975,22.467583
9907,10058,113.314075,22.479747
10111,10059,113.309202,22.437843
10521,10063,113.304943,22.436135
11131,10066,113.326508,22.48245
11334,10067,113.33246,22.478378
11537,10068,113.328678,22.479415
11742,10069,113.333617,22.482852
11945,10070,113.329303,22.482492
12149,10071,113.338913,22.482955
12352,10072,113.32918,22.475527
12760,10074,113.325407,22.477608
12963,10075,113.327253,22.478832
13168,10077,113.323612,22.473193
13371,10078,113.32326,22.469623
13574,10079,113.3266,22.48354
13777,10080,113.328905,22.475092
13980,10082,113.345768,22.480805
14183,10085,113.34547,22.477395
14386,10086,113.342568,22.470652
14590,10087,113.34507,22.4694
14794,10088,113.342832,22.469717000000006
14997,10089,113.341822,22.469882
15201,10091,113.34031,22.465647
15404,10092,113.35318999999998,22.447183
15607,10093,113.339303,22.45791
15811,10095,113.337345,22.450307
16521,10096,113.344658,22.448767
16724,10097,113.342647,22.45547
16927,10098,113.35192,22.44556
17130,10099,113.352305,22.478663
17334,10100,113.354708,22.474803
17537,10101,113.349502,22.471007
17740,10102,113.350073,22.472133
17943,10103,113.349058,22.469238
18148,10104,113.348233,22.480913
18352,10105,113.353945,22.49658
18555,10106,113.35093,22.502212
18758,10107,113.349797,22.457320000000006
18961,10109,113.348977,22.489208
19167,10111,113.350003,22.457582
19370,10114,113.343017,22.461587
19574,10115,113.349045,22.453112
19777,10116,113.34743799999998,22.448958
19983,10117,113.358398,22.487657
20186,10119,113.301647,22.4628
20391,10120,113.296372,22.449452
20597,10121,113.352947,22.475463
20800,10122,113.34937,22.487535
21003,10123,113.35027,22.488802
21208,10124,113.350405,22.489037
21617,10126,113.342613,22.46928
21839,10128,113.34687,22.477808
22043,10129,113.348833,22.486938
22247,10130,113.34999,22.486468
22450,10131,113.34568,22.482403
22653,10132,113.313917,22.438278
22859,10133,113.351228,22.48844
23062,30589,113.357152,22.486177
