,1-ID,longtitude,magtitude
0,10008,113.350193,22.498215
204,10029,113.348272,22.4876
407,10038,113.348347,22.484397
610,10046,113.330793,22.440545
813,10047,113.3269,22.437033
1017,10061,113.311565,22.438895
1221,10062,113.305115,22.443042
1426,10076,113.33342,22.483915
1632,10081,113.325757,22.479308
1836,10084,113.345015,22.477758
2039,10090,113.341453,22.468727
2243,10094,113.357832,22.458863
2446,10110,113.343293,22.482368
2649,10112,113.325745,22.480935
2852,10118,113.30252,22.46501
3055,10127,113.342505,22.471173
3259,10134,113.406097,22.484108
4123,10136,113.41247,22.491502
4327,10137,113.409273,22.486307
4530,10138,113.409983,22.490385
4734,10139,113.40983,22.492593
4940,10140,113.409323,22.489853
5146,10141,113.413395,22.489728
5349,10142,113.410733,22.483057
5554,10143,113.4073,22.484818
5757,10144,113.403977,22.484532
5960,10145,113.400263,22.48253
6163,10146,113.411203,22.491772
6366,10147,113.404615,22.483075
6573,10148,113.406392,22.484393
6778,10149,113.40473,22.484085
6981,10150,113.406128,22.477098
7185,10151,113.451723,22.392047
7389,10152,113.44507,22.392233
7593,10153,113.451805,22.393202
7796,10154,113.46139,22.403312
8205,10156,113.45114,22.396698
8410,10157,113.459028,22.398092
8613,10159,113.449365,22.391947
8816,10160,113.442073,22.391378
9019,10161,113.4202,22.408052
9223,10162,113.361888,22.442518
9426,10163,113.361407,22.443307
9629,10164,113.360847,22.444808
9832,10165,113.355505,22.444818
10037,10166,113.355292,22.442237
10240,10167,113.360912,22.44179
10443,10168,113.360027,22.443647
10646,10169,113.386405,22.438143
10849,10170,113.374607,22.44652
11052,10171,113.37398799999998,22.446718
11744,10175,113.431473,22.425488
11947,10176,113.400385,22.453997
12151,10177,113.405758,22.483243
12712,10178,113.406178,22.479245
12915,10179,113.40606,22.483983
13322,10181,113.391593,22.441017
13527,10182,113.37454,22.446653
13730,10183,113.36131,22.442852
13933,10184,113.405658,22.483423
14137,10185,113.406217,22.486
14341,10186,113.453675,22.39186
26362,10172,113.39247,22.443823
