10493,191205011900,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012000,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012100,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012200,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012300,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012400,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012500,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012600,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012700,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012800,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205012900,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013000,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013100,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013200,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013300,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013400,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013500,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013600,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013700,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013800,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205013900,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205014000,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
10493,191205014100,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.279583,22.630475
